Date,Precipitation
"2014-09-04",4.9558
"2014-09-05",0
"2014-09-06",0
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0
"2014-09-10",0
"2014-09-11",0
"2014-09-12",0
"2014-09-13",0
"2014-09-14",2.1422
"2014-09-15",0
"2014-09-16",2.321
"2014-09-17",0
"2014-09-18",0
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",3.5931
"2014-09-23",0
"2014-09-24",0
"2014-09-25",0
"2014-09-26",0
"2014-09-27",3.1356
"2014-09-28",36.3552
"2014-09-29",0
"2014-09-30",0
"2014-10-01",0
"2014-10-02",0
"2014-10-03",0
"2014-10-04",0
"2014-10-05",0
"2014-10-06",0
"2014-10-07",0
"2014-10-08",0
"2014-10-09",0
"2014-10-10",0
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",0
"2014-10-15",0
"2014-10-16",2.2876
"2014-10-17",13.0812
"2014-10-18",0.5566
"2014-10-19",0
"2014-10-20",0
"2014-10-21",0
"2014-10-22",0
"2014-10-23",0
"2014-10-24",0
"2014-10-25",0
"2014-10-26",0
"2014-10-27",0
"2014-10-28",0
"2014-10-29",0
"2014-10-30",0
"2014-10-31",0
"2014-11-01",0
"2014-11-02",0
"2014-11-03",0
"2014-11-04",0
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0.0978
"2014-11-09",0
"2014-11-10",0
"2014-11-11",0
"2014-11-12",0.5437
"2014-11-13",0
"2014-11-14",0.8659
"2014-11-15",0
"2014-11-16",2.4385
"2014-11-17",0
"2014-11-18",0
"2014-11-19",0
"2014-11-20",0
"2014-11-21",0.3564
"2014-11-22",0
"2014-11-23",3.3627
"2014-11-24",0
"2014-11-25",0
"2014-11-26",0.926
"2014-11-27",0
"2014-11-28",1.7302
"2014-11-29",0
"2014-11-30",1.8525
"2014-12-01",0
"2014-12-02",0.6422
"2014-12-03",1.2706
"2014-12-04",11.6319
"2014-12-05",0
"2014-12-06",9.9905
"2014-12-07",0
"2014-12-08",0
"2014-12-09",0
"2014-12-10",0
"2014-12-11",0
"2014-12-12",0
"2014-12-13",7.0883
"2014-12-14",0
"2014-12-15",0
"2014-12-16",0
"2014-12-17",0
"2014-12-18",2.023
"2014-12-19",0
"2014-12-20",4.0672
"2014-12-21",6.5782
"2014-12-22",0
"2014-12-23",0
"2014-12-24",0
"2014-12-25",0.5465
"2014-12-26",0
"2014-12-27",0
"2014-12-28",0
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0.1547
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0.3215
"2015-01-05",0
"2015-01-06",0
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0.4036
"2015-01-14",0.9568
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",6.5951
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0
"2015-01-29",0.3407
"2015-01-30",41.0776
"2015-01-31",5.8836
"2015-02-01",0
"2015-02-02",0
"2015-02-03",0.1635
"2015-02-04",0
"2015-02-05",8.7945
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",0
"2015-02-10",0
"2015-02-11",0
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",10.73
"2015-02-24",0
"2015-02-25",0
"2015-02-26",0
"2015-02-27",7.734
"2015-02-28",11.1716
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0
"2015-03-04",0
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",2.4234
"2015-03-10",0
"2015-03-11",0
"2015-03-12",5.9686
"2015-03-13",1.2488
"2015-03-14",0
"2015-03-15",0
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",4.119
"2015-03-20",2.5452
"2015-03-21",2.7248
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",0
"2015-03-28",0
"2015-03-29",0
"2015-03-30",0
"2015-03-31",2.6849
"2015-04-01",0.0998
"2015-04-02",0
"2015-04-03",0
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",0
"2015-04-08",0
"2015-04-09",0
"2015-04-10",0
"2015-04-11",0
"2015-04-12",2.3432
"2015-04-13",0
"2015-04-14",0
"2015-04-15",0
"2015-04-16",0
"2015-04-17",0
"2015-04-18",0
"2015-04-19",0
"2015-04-20",0
"2015-04-21",0
"2015-04-22",4.6317
"2015-04-23",0
"2015-04-24",0.6465
"2015-04-25",0
"2015-04-26",11.9393
"2015-04-27",0
"2015-04-28",0
"2015-04-29",0
"2015-04-30",0
"2015-05-01",0
"2015-05-02",2.6923
"2015-05-03",0
"2015-05-04",10.5623
"2015-05-05",0
"2015-05-06",0.0052
"2015-05-07",0
"2015-05-08",0
"2015-05-09",2.8589
"2015-05-10",0
"2015-05-11",0
"2015-05-12",0.6604
"2015-05-13",4.1893
"2015-05-14",3.0726
"2015-05-15",0.4171
"2015-05-16",8.3776
"2015-05-17",0
"2015-05-18",0
"2015-05-19",7.0107
"2015-05-20",0
"2015-05-21",1.9195
"2015-05-22",0
"2015-05-23",0
"2015-05-24",4.9664
"2015-05-25",1.6465
"2015-05-26",0.1758
"2015-05-27",0
"2015-05-28",0.0158
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0
"2015-06-01",0
"2015-06-02",0
"2015-06-03",0
"2015-06-04",0.4134
"2015-06-05",5.795
"2015-06-06",0
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",1.9953
"2015-06-14",2.3535
"2015-06-15",0
"2015-06-16",0.771
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0.1159
"2015-06-29",0
"2015-06-30",9.2834
"2015-07-01",1.1408
"2015-07-02",7.2358
"2015-07-03",5.2451
"2015-07-04",3.0758
"2015-07-05",2.358
"2015-07-06",0
"2015-07-07",3.8446
"2015-07-08",0
"2015-07-09",13.4327
"2015-07-10",0
"2015-07-11",0
"2015-07-12",2.3939
"2015-07-13",4.1334
"2015-07-14",3.1959
"2015-07-15",2.0538
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0
"2015-07-19",5.9915
"2015-07-20",0
"2015-07-21",0
"2015-07-22",0
"2015-07-23",0
"2015-07-24",0
"2015-07-25",0
"2015-07-26",0
"2015-07-27",0
"2015-07-28",0
"2015-07-29",0
"2015-07-30",0
"2015-07-31",3.6844
"2015-08-01",9.1583
"2015-08-02",0
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0.0076
"2015-08-08",0.0065
"2015-08-09",0
"2015-08-10",0
"2015-08-11",0.0081
"2015-08-12",14.0836
"2015-08-13",0
"2015-08-14",0
"2015-08-15",6.5492
"2015-08-16",0
"2015-08-17",0
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0
"2015-08-24",0
"2015-08-25",0
"2015-08-26",8.6277
"2015-08-27",5.6458
"2015-08-28",0
"2015-08-29",0
"2015-08-30",0
"2015-08-31",6.2178
"2015-09-01",8.0753
"2015-09-02",0.0256
"2015-09-03",8.2689
"2015-09-04",8.5666
"2015-09-05",1.7964
"2015-09-06",0
"2015-09-07",0
"2015-09-08",0
"2015-09-09",0
"2015-09-10",0
"2015-09-11",0
"2015-09-12",0
"2015-09-13",0
"2015-09-14",0.0258
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0
"2015-09-19",0
"2015-09-20",0.0283
"2015-09-21",0
"2015-09-22",0.0399
"2015-09-23",0
"2015-09-24",0
"2015-09-25",0
"2015-09-26",0
"2015-09-27",0
"2015-09-28",0
"2015-09-29",0
"2015-09-30",0
"2015-10-01",0
"2015-10-02",0
"2015-10-03",0
"2015-10-04",0
"2015-10-05",0
"2015-10-06",3.647
"2015-10-07",1.7263
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",0
"2015-10-12",0
"2015-10-13",0
"2015-10-14",0
"2015-10-15",0
"2015-10-16",0
"2015-10-17",0
"2015-10-18",1.0256
"2015-10-19",18.6288
"2015-10-20",6.9524
"2015-10-21",0
"2015-10-22",0
"2015-10-23",0
"2015-10-24",0
"2015-10-25",3.5607
"2015-10-26",1.9281
"2015-10-27",0
"2015-10-28",0
"2015-10-29",0
"2015-10-30",0
"2015-10-31",0
"2015-11-01",0
"2015-11-02",0
"2015-11-03",0
"2015-11-04",2.9813
"2015-11-05",0
"2015-11-06",0
"2015-11-07",0
"2015-11-08",0
"2015-11-09",0
"2015-11-10",6.0315
"2015-11-11",0.3491
"2015-11-12",0
"2015-11-13",0
"2015-11-14",0
"2015-11-15",0.1988
"2015-11-16",6.1019
"2015-11-17",1.3351
"2015-11-18",0
"2015-11-19",0
"2015-11-20",0
"2015-11-21",0
"2015-11-22",0
"2015-11-23",0
"2015-11-24",0
"2015-11-25",2.7029
"2015-11-26",0.0628
"2015-11-27",0
"2015-11-28",0
"2015-11-29",0
"2015-11-30",0
"2015-12-01",0
"2015-12-02",0
"2015-12-03",0
"2015-12-04",0
"2015-12-05",0
"2015-12-06",0
"2015-12-07",0
"2015-12-08",2.4379
"2015-12-09",0.6363
"2015-12-10",0
"2015-12-11",5.648
"2015-12-12",6.0826
"2015-12-13",0
"2015-12-14",0
"2015-12-15",0
"2015-12-16",0
"2015-12-17",0
"2015-12-18",0
"2015-12-19",0
"2015-12-20",2.0994
"2015-12-21",0
"2015-12-22",9.4683
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",0
"2015-12-28",0
"2015-12-29",0
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",5.2536
"2016-01-05",1.913
"2016-01-06",5.5759
"2016-01-07",2.1389
"2016-01-08",0
"2016-01-09",0.0069
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",7.1059
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",5.5037
"2016-01-20",0.0909
"2016-01-21",0
"2016-01-22",0.1598
"2016-01-23",0
"2016-01-24",4.8437
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0
"2016-01-31",0.0754
"2016-02-01",4.1571
"2016-02-02",0
"2016-02-03",0
"2016-02-04",0
"2016-02-05",0
"2016-02-06",0
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0
"2016-02-11",0.0141
"2016-02-12",0
"2016-02-13",0
"2016-02-14",10.0375
"2016-02-15",0
"2016-02-16",0
"2016-02-17",0.0082
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0.3153
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0.0314
"2016-03-05",0.0695
"2016-03-06",2.9577
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",1.3274
"2016-03-13",0
"2016-03-14",0.5627
"2016-03-15",2.338
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",2.8352
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",1.4069
"2016-03-29",3.1895
"2016-03-30",0
"2016-03-31",0
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0
"2016-04-06",0
"2016-04-07",0
"2016-04-08",1.1658
"2016-04-09",0.1622
"2016-04-10",4.1578
"2016-04-11",2.1707
"2016-04-12",10.0017
"2016-04-13",0.7154
"2016-04-14",0
"2016-04-15",0
"2016-04-16",1.3962
"2016-04-17",0
"2016-04-18",0
"2016-04-19",0
"2016-04-20",0
"2016-04-21",0
"2016-04-22",0
"2016-04-23",9.754
"2016-04-24",0
"2016-04-25",0
"2016-04-26",0
"2016-04-27",0
"2016-04-28",0
"2016-04-29",0
"2016-04-30",0
"2016-05-01",19.3883
"2016-05-02",0
"2016-05-03",0
"2016-05-04",0
"2016-05-05",0
"2016-05-06",0
"2016-05-07",0
"2016-05-08",0
"2016-05-09",0
"2016-05-10",0
"2016-05-11",0
"2016-05-12",0
"2016-05-13",0
"2016-05-14",0
"2016-05-15",0.3539
"2016-05-16",0
"2016-05-17",5.2936
"2016-05-18",10.4556
"2016-05-19",0.1598
"2016-05-20",0
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",1.6999
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0
"2016-06-09",2.7837
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",1.0853
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0
"2016-06-22",0
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0
"2016-06-29",0
"2016-06-30",0
"2016-07-01",10.551
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",0
"2016-07-16",0
"2016-07-17",0
"2016-07-18",0.4071
"2016-07-19",9.7947
"2016-07-20",2.2978
"2016-07-21",3.4412
"2016-07-22",1.8961
"2016-07-23",1.5375
"2016-07-24",0.1343
"2016-07-25",0.189
"2016-07-26",0
"2016-07-27",0
"2016-07-28",0
"2016-07-29",0
"2016-07-30",0
"2016-07-31",0
"2016-08-01",4.5368
"2016-08-02",1.5356
"2016-08-03",3.9395
"2016-08-04",9.0464
"2016-08-05",0.0052
"2016-08-06",12.3521
"2016-08-07",0
"2016-08-08",1.4886
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0.1289
"2016-08-21",1.3173
"2016-08-22",0
"2016-08-23",0
"2016-08-24",0.3386
"2016-08-25",9.9705
"2016-08-26",5.5212
"2016-08-27",0
"2016-08-28",0
"2016-08-29",0
"2016-08-30",0
"2016-08-31",0
"2016-09-01",0
"2016-09-02",7.0462
"2016-09-03",0
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",2.4615
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",0
"2016-09-16",0
"2016-09-17",0
"2016-09-18",0
"2016-09-19",0
"2016-09-20",9.7839
"2016-09-21",3.8208
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",6.7834
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",9.5122
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",0
"2016-10-20",0
"2016-10-21",0
"2016-10-22",0
"2016-10-23",0
"2016-10-24",0
"2016-10-25",5.6753
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",0.0779
"2016-10-31",1.4616
"2016-11-01",0
"2016-11-02",0
"2016-11-03",0
"2016-11-04",0
"2016-11-05",0
"2016-11-06",0
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",0
"2016-11-14",0
"2016-11-15",0
"2016-11-16",0
"2016-11-17",0
"2016-11-18",0
"2016-11-19",0
"2016-11-20",0
"2016-11-21",0.6484
"2016-11-22",0
"2016-11-23",0
"2016-11-24",0
"2016-11-25",0
"2016-11-26",4.7266
"2016-11-27",16.478
"2016-11-28",5.1663
"2016-11-29",0
"2016-11-30",0
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",3.2441
"2016-12-07",0
"2016-12-08",0
"2016-12-09",0
"2016-12-10",0
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",4.438
"2016-12-16",10.728
"2016-12-17",0
"2016-12-18",0
"2016-12-19",0
"2016-12-20",0
"2016-12-21",1.6202
"2016-12-22",14.8522
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",0
"2016-12-28",5.7074
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0
"2017-01-01",0.8808
"2017-01-02",6.0623
"2017-01-03",7.031
"2017-01-04",2.9759
"2017-01-05",2.9491
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",17.35
"2017-01-10",4.0048
"2017-01-11",0.3157
"2017-01-12",0.9989
"2017-01-13",4.5246
"2017-01-14",3.694
"2017-01-15",2.1992
"2017-01-16",0.443
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",12.165
"2017-01-22",0
"2017-01-23",0
"2017-01-24",0
"2017-01-25",0
"2017-01-26",0
"2017-01-27",0
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",4.9426
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",9.0354
"2017-02-07",0.2222
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0.457
"2017-02-11",0.3675
"2017-02-12",4.5407
"2017-02-13",18.527
"2017-02-14",0
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0.109
"2017-02-18",5.0594
"2017-02-19",1.0488
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",1.3151
"2017-02-24",0
"2017-02-25",0
"2017-02-26",0
"2017-02-27",9.0794
"2017-02-28",12.7152
"2017-03-01",0
"2017-03-02",0
"2017-03-03",0
"2017-03-04",0
"2017-03-05",4.8065
"2017-03-06",0
"2017-03-07",0
"2017-03-08",0
"2017-03-09",0
"2017-03-10",0
"2017-03-11",0.4515
"2017-03-12",0
"2017-03-13",0
"2017-03-14",0
"2017-03-15",0
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0.0365
"2017-03-23",1.0297
"2017-03-24",0
"2017-03-25",0
"2017-03-26",7.1353
"2017-03-27",0
"2017-03-28",0
"2017-03-29",1.5842
"2017-03-30",0
"2017-03-31",7.2627
"2017-04-01",0
"2017-04-02",0
"2017-04-03",0
"2017-04-04",0
"2017-04-05",0
"2017-04-06",0
"2017-04-07",2.7703
"2017-04-08",1.5521
"2017-04-09",0
"2017-04-10",0
"2017-04-11",0
"2017-04-12",0
"2017-04-13",0
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",6.2459
"2017-04-25",9.1072
"2017-04-26",0
"2017-04-27",0.5059
"2017-04-28",2.6893
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0
"2017-05-02",0
"2017-05-03",0
"2017-05-04",0
"2017-05-05",0
"2017-05-06",5.3711
"2017-05-07",0
"2017-05-08",5.5238
"2017-05-09",11.1873
"2017-05-10",0
"2017-05-11",0.1043
"2017-05-12",0
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0
"2017-05-16",0
"2017-05-17",0
"2017-05-18",0
"2017-05-19",0
"2017-05-20",0
"2017-05-21",0
"2017-05-22",0
"2017-05-23",0
"2017-05-24",0
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",0.3125
"2017-05-31",0
"2017-06-01",0
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0
"2017-06-07",0
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",1.1233
"2017-06-19",0
"2017-06-20",0
"2017-06-21",1.506
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0
"2017-06-26",3.1589
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",3.4922
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0
"2017-07-08",0.0434
"2017-07-09",2.1267
"2017-07-10",1.7865
"2017-07-11",2.2875
"2017-07-12",5.581
"2017-07-13",0
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0.0747
"2017-07-18",0
"2017-07-19",9.1211
"2017-07-20",1.5546
"2017-07-21",0
"2017-07-22",3.2159
"2017-07-23",0
"2017-07-24",11.9438
"2017-07-25",6.1102
"2017-07-26",0
"2017-07-27",5.147
"2017-07-28",10.0599
"2017-07-29",0.2369
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",1.4716
"2017-08-06",0
"2017-08-07",0
"2017-08-08",0
"2017-08-09",0
"2017-08-10",0
"2017-08-11",0
"2017-08-12",0
"2017-08-13",0
"2017-08-14",0.5307
"2017-08-15",9.366
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0
"2017-08-19",0
"2017-08-20",0.4289
"2017-08-21",0.2506
"2017-08-22",0.2852
"2017-08-23",0
"2017-08-24",10.7223
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0.275
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0
"2017-08-31",0
"2017-09-01",0
"2017-09-02",0
"2017-09-03",0
"2017-09-04",0
"2017-09-05",0
"2017-09-06",0
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",10.7161
"2017-09-11",0
"2017-09-12",0
"2017-09-13",0
"2017-09-14",2.9562
"2017-09-15",0
"2017-09-16",0
"2017-09-17",0
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",0
"2017-09-27",25.2217
"2017-09-28",0
"2017-09-29",13.6752
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",0
"2017-10-07",0
"2017-10-08",0
"2017-10-09",0
"2017-10-10",0
"2017-10-11",0
"2017-10-12",0
"2017-10-13",0
"2017-10-14",0.118
"2017-10-15",0
"2017-10-16",0
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",1.0377
"2017-10-22",0
"2017-10-23",0
"2017-10-24",0
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",0
"2017-10-29",0
"2017-10-30",9.907
"2017-10-31",1.5034
"2017-11-01",0
"2017-11-02",0
"2017-11-03",0
"2017-11-04",0.6454
"2017-11-05",0
"2017-11-06",0
"2017-11-07",4.3322
"2017-11-08",0
"2017-11-09",0
"2017-11-10",0
"2017-11-11",0
"2017-11-12",0
"2017-11-13",1.1922
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0.1674
"2017-11-18",0
"2017-11-19",0
"2017-11-20",0
"2017-11-21",0
"2017-11-22",0
"2017-11-23",0
"2017-11-24",0
"2017-11-25",0
"2017-11-26",0
"2017-11-27",0
"2017-11-28",1.7909
"2017-11-29",0
"2017-11-30",0
"2017-12-01",4.5522
"2017-12-02",0
"2017-12-03",0
"2017-12-04",0
"2017-12-05",0
"2017-12-06",0
"2017-12-07",0.5428
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0.0119
"2017-12-18",0
"2017-12-19",0
"2017-12-20",0
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",5.4667
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",3.6389
"2018-01-07",10.9818
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.7579
"2018-01-11",0.1478
"2018-01-12",0
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0.9513
"2018-01-22",0
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",0
"2018-01-28",0
"2018-01-29",0
"2018-01-30",0
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",0
"2018-02-10",1.5592
"2018-02-11",0
"2018-02-12",6.7422
"2018-02-13",0
"2018-02-14",4.9643
"2018-02-15",7.8198
"2018-02-16",0.5655
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",0
"2018-02-26",0
"2018-02-27",0
"2018-02-28",0
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",2.2599
"2018-03-08",1.9553
"2018-03-09",0
"2018-03-10",2.2599
"2018-03-11",10.1895
"2018-03-12",0
"2018-03-13",0
"2018-03-14",0
"2018-03-15",0
"2018-03-16",0
"2018-03-17",0
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",4.8397
"2018-03-24",0.0368
"2018-03-25",0
"2018-03-26",0
"2018-03-27",0
"2018-03-28",0
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",2.6115
"2018-04-02",0
"2018-04-03",0
