"DateTime","(deg C) Mean Temperature (gridMET) at Chuska, 1979-01-01 to 1985-01-01"
"1981-11-25",2.2657
"1981-11-26",-4.1251
"1981-11-27",-1.8452
"1981-11-28",-0.6468
"1981-11-29",-1.1495
"1981-11-30",-4.8765
"1981-12-01",-7.7702
"1981-12-02",-4.336
"1981-12-03",-0.4343
"1981-12-04",1.7096
"1981-12-05",4.0271
"1981-12-06",3.5277
"1981-12-07",4.0288
"1981-12-08",5.5012
"1981-12-09",6.3916
"1981-12-10",5.3973
"1981-12-11",4.6523
"1981-12-12",1.7782
"1981-12-13",-0.389
"1981-12-14",-1.2438
"1981-12-15",1.2189
"1981-12-16",-0.744
"1981-12-17",-2.8687
"1981-12-18",-0.2827
"1981-12-19",2.6433
"1981-12-20",3.7736
"1981-12-21",1.6214
"1981-12-22",-4.7646
"1981-12-23",-7.7898
"1981-12-24",-7.5715
"1981-12-25",-2.6781
"1981-12-26",-4.422
"1981-12-27",-0.1815
"1981-12-28",-2.8738
"1981-12-29",0.1361
"1981-12-30",1.4022
"1981-12-31",1.6057
"1982-01-01",1.3993
"1982-01-02",-3.5842
"1982-01-03",-8.0405
"1982-01-04",-7.3602
"1982-01-05",-2.0608
"1982-01-06",-2.6453
"1982-01-07",-8.9621
"1982-01-08",-9.7107
"1982-01-09",-5.1254
"1982-01-10",-3.1695
"1982-01-11",-2.7341
"1982-01-12",-3.7684
"1982-01-13",-8.2448
"1982-01-14",-5.8713
"1982-01-15",-3.8981
"1982-01-16",-4.0925
"1982-01-17",-1.6472
"1982-01-18",-0.7137
"1982-01-19",0.3964
"1982-01-20",-1.8003
"1982-01-21",-2.7634
"1982-01-22",-6.9677
"1982-01-23",-6.8842
"1982-01-24",-1.2982
"1982-01-25",1.9529
"1982-01-26",4.8811
"1982-01-27",0.3115
"1982-01-28",1.9353
"1982-01-29",-0.5139
"1982-01-30",-2.0647
"1982-01-31",-2.5091
"1982-02-01",-5.1013
"1982-02-02",-6.4892
"1982-02-03",-5.6942
"1982-02-04",-4.9709
"1982-02-05",-10.9126
"1982-02-06",-13.8973
"1982-02-07",-8.4543
"1982-02-08",-5.5924
"1982-02-09",-7.9164
"1982-02-10",-4.3707
"1982-02-11",-4.6397
"1982-02-12",-6.622
"1982-02-13",-4.1867
"1982-02-14",-2.4473
"1982-02-15",-2.2563
"1982-02-16",-0.0098
"1982-02-17",-1.5047
"1982-02-18",-3.1133
"1982-02-19",-1.5826
"1982-02-20",0.1009
"1982-02-21",3.0414
"1982-02-22",5.3917
"1982-02-23",5.3745
"1982-02-24",5.5886
"1982-02-25",2.6324
"1982-02-26",1.5506
"1982-02-27",2.8262
"1982-02-28",3.4246
"1982-03-01",4.7962
"1982-03-02",4.924
"1982-03-03",1.5303
"1982-03-04",-1.6489
"1982-03-05",-4.3108
"1982-03-06",-3.4868
"1982-03-07",-0.2416
"1982-03-08",4.5671
"1982-03-09",3.9052
"1982-03-10",5.645
"1982-03-11",4.155
"1982-03-12",4.116
"1982-03-13",4.2884
"1982-03-14",3.1613
"1982-03-15",0.2939
"1982-03-16",-0.1643
"1982-03-17",1.8707
"1982-03-18",3.6998
"1982-03-19",-3.2752
"1982-03-20",-4.3536
"1982-03-21",-2.6549
"1982-03-22",0.5019
"1982-03-23",0.7075
"1982-03-24",1.353
"1982-03-25",4.009
"1982-03-26",2.6853
"1982-03-27",2.5097
"1982-03-28",5.2077
"1982-03-29",0.9968
"1982-03-30",-0.5073
"1982-03-31",2.7681
"1982-04-01",4.4893
"1982-04-02",-0.5639
"1982-04-03",3.0623
"1982-04-04",4.3012
"1982-04-05",3.272
"1982-04-06",5.3217
"1982-04-07",2.3284
"1982-04-08",0.1269
"1982-04-09",2.8573
"1982-04-10",2.893
"1982-04-11",8.2938
"1982-04-12",9.4471
"1982-04-13",7.623
"1982-04-14",7.7166
"1982-04-15",5.8984
"1982-04-16",4.6364
"1982-04-17",5.8272
"1982-04-18",6.8799
"1982-04-19",5.1296
"1982-04-20",0.9427
"1982-04-21",0.2217
"1982-04-22",3.031
"1982-04-23",3.1441
"1982-04-24",5.7104
"1982-04-25",8.4195
"1982-04-26",8.768
"1982-04-27",9.3186
"1982-04-28",10.6033
"1982-04-29",11.5858
"1982-04-30",10.6813
"1982-05-01",10.2838
"1982-05-02",10.043
"1982-05-03",8.6496
"1982-05-04",10.115
"1982-05-05",7.2573
"1982-05-06",2.117
"1982-05-07",5.6577
"1982-05-08",9.0303
"1982-05-09",7.8634
"1982-05-10",5.6367
"1982-05-11",5.6682
"1982-05-12",3.3984
"1982-05-13",4.5812
"1982-05-14",6.0205
"1982-05-15",8.4151
"1982-05-16",8.3153
"1982-05-17",10.4808
"1982-05-18",11.4855
"1982-05-19",10.2585
"1982-05-20",9.3012
"1982-05-21",11.3977
"1982-05-22",12.4946
"1982-05-23",12.6152
"1982-05-24",12.8568
"1982-05-25",12.1824
"1982-05-26",13.7513
"1982-05-27",13.9266
"1982-05-28",10.9331
"1982-05-29",10.7296
"1982-05-30",9.987
"1982-05-31",11.3049
"1982-06-01",12.5403
"1982-06-02",10.6763
"1982-06-03",10.492
"1982-06-04",11.7312
"1982-06-05",12.5462
"1982-06-06",10.0688
"1982-06-07",12.1052
"1982-06-08",12.5526
"1982-06-09",12.4712
"1982-06-10",14.0071
"1982-06-11",13.6217
"1982-06-12",14.7553
"1982-06-13",15.2945
"1982-06-14",12.1194
"1982-06-15",13.3758
"1982-06-16",15.6351
"1982-06-17",16.0795
"1982-06-18",15.8089
"1982-06-19",14.6527
"1982-06-20",15.6079
"1982-06-21",15.5866
"1982-06-22",16.7578
"1982-06-23",16.1973
"1982-06-24",16.3112
"1982-06-25",16.9908
"1982-06-26",16.7309
"1982-06-27",19.1157
"1982-06-28",18.9399
"1982-06-29",17.321
"1982-06-30",16.6316
"1982-07-01",14.5301
"1982-07-02",13.8645
"1982-07-03",15.2571
"1982-07-04",15.4428
"1982-07-05",12.9501
"1982-07-06",13.1589
"1982-07-07",15.7767
"1982-07-08",15.6491
"1982-07-09",16.7086
"1982-07-10",18.7442
"1982-07-11",19.6394
"1982-07-12",19.0985
"1982-07-13",19.634
"1982-07-14",19.144
"1982-07-15",19.2557
"1982-07-16",19.0168
"1982-07-17",17.9374
"1982-07-18",18.4491
"1982-07-19",19.1574
"1982-07-20",19.7916
"1982-07-21",20.7992
"1982-07-22",20.8713
"1982-07-23",20.5735
"1982-07-24",19.9742
"1982-07-25",18.8582
"1982-07-26",18.4288
"1982-07-27",17.0563
"1982-07-28",16.5497
"1982-07-29",17.5423
"1982-07-30",18.2525
"1982-07-31",18.2748
"1982-08-01",18.6753
"1982-08-02",16.6497
"1982-08-03",15.6997
"1982-08-04",16.6302
"1982-08-05",19.152
"1982-08-06",18.5876
"1982-08-07",18.2971
"1982-08-08",17.7754
"1982-08-09",17.7566
"1982-08-10",19.1941
"1982-08-11",18.573
"1982-08-12",17.2114
"1982-08-13",14.7639
"1982-08-14",15.9852
"1982-08-15",17.2845
"1982-08-16",17.7002
"1982-08-17",19.5897
"1982-08-18",18.8284
"1982-08-19",19.2165
"1982-08-20",19.799
"1982-08-21",19.2743
"1982-08-22",17.4107
"1982-08-23",16.9267
"1982-08-24",14.744
"1982-08-25",14.6858
"1982-08-26",14.007
"1982-08-27",14.1336
"1982-08-28",15.8643
"1982-08-29",16.6201
"1982-08-30",16.4705
"1982-08-31",17.7023
"1982-09-01",18.2211
"1982-09-02",18.2364
"1982-09-03",18.6559
"1982-09-04",18.5367
"1982-09-05",17.7952
"1982-09-06",17.0755
"1982-09-07",17.2175
"1982-09-08",16.2674
"1982-09-09",16.0686
"1982-09-10",12.4093
"1982-09-11",7.2225
"1982-09-12",8.5073
"1982-09-13",9.0711
"1982-09-14",10.2676
"1982-09-15",12.4878
"1982-09-16",12.8682
"1982-09-17",11.8356
"1982-09-18",12.9886
"1982-09-19",13.2115
"1982-09-20",13.3947
"1982-09-21",14.2121
"1982-09-22",15.5137
"1982-09-23",16.1276
"1982-09-24",17.0318
"1982-09-25",17.5403
"1982-09-26",15.0413
"1982-09-27",8.8943
"1982-09-28",5.7443
"1982-09-29",7.3435
"1982-09-30",12.0202
"1982-10-01",7.5813
"1982-10-02",6.0918
"1982-10-03",9.8762
"1982-10-04",12.1492
"1982-10-05",10.6406
"1982-10-06",7.703
"1982-10-07",10.1929
"1982-10-08",3.3523
"1982-10-09",-0.9876
"1982-10-10",0.5223
"1982-10-11",1.4656
"1982-10-12",1.2872
"1982-10-13",3.9095
"1982-10-14",5.0345
"1982-10-15",7.3538
"1982-10-16",9.4371
"1982-10-17",8.9251
"1982-10-18",9.469
"1982-10-19",5.7411
"1982-10-20",7.0945
"1982-10-21",7.4782
"1982-10-22",8.5706
"1982-10-23",10.1333
"1982-10-24",11.0646
"1982-10-25",10.4005
"1982-10-26",7.0797
"1982-10-27",1.1695
"1982-10-28",-2.3666
"1982-10-29",0.9328
"1982-10-30",6.2795
"1982-10-31",4.7113
"1982-11-01",2.08
"1982-11-02",-0.7544
"1982-11-03",-1.3672
"1982-11-04",2.4712
"1982-11-05",5.3495
"1982-11-06",5.8804
"1982-11-07",6.3102
"1982-11-08",5.2638
"1982-11-09",3.3326
"1982-11-10",2.642
"1982-11-11",-2.4853
"1982-11-12",-2.9644
"1982-11-13",0.2254
"1982-11-14",-1.4945
"1982-11-15",1.6616
"1982-11-16",2.0596
"1982-11-17",2.5871
"1982-11-18",2.8794
"1982-11-19",2.219
"1982-11-20",1.3294
"1982-11-21",0.9338
"1982-11-22",1.7351
"1982-11-23",0.1526
"1982-11-24",-1.104
"1982-11-25",-0.1083
"1982-11-26",-1.0118
"1982-11-27",0.1492
"1982-11-28",-0.7691
"1982-11-29",-1.0585
"1982-11-30",0.7537
"1982-12-01",-2.4298
"1982-12-02",-5.9918
"1982-12-03",-5.9658
"1982-12-04",-2.5777
"1982-12-05",-1.9867
"1982-12-06",-1.1124
"1982-12-07",0.5051
"1982-12-08",-0.0764
"1982-12-09",0.1849
"1982-12-10",2.3666
"1982-12-11",0.5801
"1982-12-12",-0.5372
"1982-12-13",0.3135
"1982-12-14",-2.2599
"1982-12-15",-1.6227
"1982-12-16",2.488
"1982-12-17",4.9274
"1982-12-18",1.6158
"1982-12-19",2.4997
"1982-12-20",4.6979
"1982-12-21",3.2771
"1982-12-22",1.6203
"1982-12-23",-1.379
"1982-12-24",-5.9375
"1982-12-25",-6.4719
"1982-12-26",-6.1541
"1982-12-27",-6.7537
"1982-12-28",-11.8416
"1982-12-29",-12.0987
"1982-12-30",-8.5908
"1982-12-31",-9.7067
"1983-01-01",-8.6283
"1983-01-02",-6.8513
"1983-01-03",-4.7633
"1983-01-04",-3.9736
"1983-01-05",-2.2381
"1983-01-06",-0.6917
"1983-01-07",-0.0592
"1983-01-08",-1.7685
"1983-01-09",-3.2784
"1983-01-10",-4.0989
"1983-01-11",-1.0037
"1983-01-12",1.0412
"1983-01-13",1.996
"1983-01-14",0.6587
"1983-01-15",0.8672
"1983-01-16",2.0313
"1983-01-17",1.674
"1983-01-18",-0.1658
"1983-01-19",-1.2193
"1983-01-20",-1.9923
"1983-01-21",-5.2791
"1983-01-22",-6.4289
"1983-01-23",-3.4999
"1983-01-24",-3.0508
"1983-01-25",-2.906
"1983-01-26",-3.428
"1983-01-27",0.2385
"1983-01-28",-1.2124
"1983-01-29",-1.8351
"1983-01-30",-1.8663
"1983-01-31",-4.372
"1983-02-01",-5.1784
"1983-02-02",-6.1624
"1983-02-03",-5.2035
"1983-02-04",-2.038
"1983-02-05",-4.0466
"1983-02-06",-4.4589
"1983-02-07",-2.2527
"1983-02-08",-0.6636
"1983-02-09",-2.0581
"1983-02-10",-2.1616
"1983-02-11",-2.1608
"1983-02-12",-1.5798
"1983-02-13",1.3714
"1983-02-14",-1.1108
"1983-02-15",-1.6958
"1983-02-16",0.0298
"1983-02-17",-0.6046
"1983-02-18",2.2178
"1983-02-19",0.6349
"1983-02-20",-0.8516
"1983-02-21",0.1467
"1983-02-22",1.5302
"1983-02-23",2.6638
"1983-02-24",4.5185
"1983-02-25",4.0395
"1983-02-26",2.1894
"1983-02-27",1.7562
"1983-02-28",1.7294
"1983-03-01",3.7061
"1983-03-02",4.3551
"1983-03-03",2.819
"1983-03-04",-0.1131
"1983-03-05",0.8649
"1983-03-06",0.7089
"1983-03-07",1.458
"1983-03-08",1.6761
"1983-03-09",2.9739
"1983-03-10",5.7445
"1983-03-11",7.1697
"1983-03-12",5.67
"1983-03-13",5.344
"1983-03-14",4.7447
"1983-03-15",-0.4363
"1983-03-16",-0.1813
"1983-03-17",0.4347
"1983-03-18",-0.3842
"1983-03-19",-1.2846
"1983-03-20",-2.391
"1983-03-21",-1.3608
"1983-03-22",-2.3876
"1983-03-23",-1.4811
"1983-03-24",-2.3255
"1983-03-25",-3.5743
"1983-03-26",-2.4877
"1983-03-27",-0.8112
"1983-03-28",1.1974
"1983-03-29",2.6493
"1983-03-30",4.6067
"1983-03-31",7.003
"1983-04-01",0.8327
"1983-04-02",3.2747
"1983-04-03",-0.0394
"1983-04-04",-3.1403
"1983-04-05",-6.9565
"1983-04-06",-7.5971
"1983-04-07",-6.2788
"1983-04-08",-4.2963
"1983-04-09",1.0821
"1983-04-10",4.1594
"1983-04-11",1.6353
"1983-04-12",-2.8591
"1983-04-13",-3.2289
"1983-04-14",-1.934
"1983-04-15",-1.2552
"1983-04-16",2.3545
"1983-04-17",6.3061
"1983-04-18",6.5464
"1983-04-19",5.551
"1983-04-20",6.7725
"1983-04-21",2.8301
"1983-04-22",4.016
"1983-04-23",7.574
"1983-04-24",9.6067
"1983-04-25",7.8111
"1983-04-26",5.5444
"1983-04-27",6.6936
"1983-04-28",8.1184
"1983-04-29",7.0755
"1983-04-30",3.8891
"1983-05-01",2.0439
"1983-05-02",2.8845
"1983-05-03",5.0639
"1983-05-04",7.2899
"1983-05-05",7.3691
"1983-05-06",4.5181
"1983-05-07",5.8779
"1983-05-08",9.5629
"1983-05-09",9.7821
"1983-05-10",9.2476
"1983-05-11",6.8043
"1983-05-12",2.9065
"1983-05-13",5.6889
"1983-05-14",5.3914
"1983-05-15",5.1196
"1983-05-16",7.7988
"1983-05-17",1.4556
"1983-05-18",3.9137
"1983-05-19",8.1411
"1983-05-20",6.6636
"1983-05-21",8.3336
"1983-05-22",10.9292
"1983-05-23",13.0805
"1983-05-24",15.1841
"1983-05-25",16.7459
"1983-05-26",16.5848
"1983-05-27",16.3539
"1983-05-28",17.1215
"1983-05-29",16.8684
"1983-05-30",16.856
"1983-05-31",14.507
"1983-06-01",11.5048
"1983-06-02",9.0273
"1983-06-03",9.083
"1983-06-04",10.7244
"1983-06-05",10.4366
"1983-06-06",12.0591
"1983-06-07",13.1739
"1983-06-08",14.4651
"1983-06-09",13.8361
"1983-06-10",13.858
"1983-06-11",15.0109
"1983-06-12",12.7284
"1983-06-13",9.0383
"1983-06-14",8.4443
"1983-06-15",12.5143
"1983-06-16",14.9136
"1983-06-17",16.2628
"1983-06-18",17.7416
"1983-06-19",16.2334
"1983-06-20",15.9219
"1983-06-21",16.3862
"1983-06-22",17.5907
"1983-06-23",16.7643
"1983-06-24",16.4707
"1983-06-25",14.0725
"1983-06-26",14.7689
"1983-06-27",15.3918
"1983-06-28",15.5866
"1983-06-29",16.2246
"1983-06-30",15.7514
"1983-07-01",15.2939
"1983-07-02",15.0572
"1983-07-03",15.2149
"1983-07-04",17.6548
"1983-07-05",19.6247
"1983-07-06",20.4919
"1983-07-07",19.3037
"1983-07-08",18.3097
"1983-07-09",18.4045
"1983-07-10",17.8776
"1983-07-11",17.9831
"1983-07-12",18.1011
"1983-07-13",18.7891
"1983-07-14",19.05
"1983-07-15",18.7888
"1983-07-16",16.8087
"1983-07-17",17.9266
"1983-07-18",19.4603
"1983-07-19",20.3823
"1983-07-20",19.3881
"1983-07-21",18.923
"1983-07-22",16.4486
"1983-07-23",15.6402
"1983-07-24",16.7659
"1983-07-25",16.1941
"1983-07-26",15.8705
"1983-07-27",15.4389
"1983-07-28",16.6655
"1983-07-29",18.9418
"1983-07-30",18.4634
"1983-07-31",17.5693
"1983-08-01",17.4452
"1983-08-02",18.0086
"1983-08-03",17.5464
"1983-08-04",18.3233
"1983-08-05",18.8238
"1983-08-06",19.3381
"1983-08-07",18.7525
"1983-08-08",19.1072
"1983-08-09",18.7266
"1983-08-10",17.2109
"1983-08-11",17.4024
"1983-08-12",18.0039
"1983-08-13",18.9004
"1983-08-14",19.4105
"1983-08-15",18.6201
"1983-08-16",18.6365
"1983-08-17",17.1652
"1983-08-18",15.7193
"1983-08-19",14.7079
"1983-08-20",15.3139
"1983-08-21",15.9731
"1983-08-22",15.7121
"1983-08-23",16.1022
"1983-08-24",16.817
"1983-08-25",17.0265
"1983-08-26",17.201
"1983-08-27",17.6356
"1983-08-28",18.4669
"1983-08-29",17.9066
"1983-08-30",16.8921
"1983-08-31",18.9008
"1983-09-01",18.9247
"1983-09-02",19.0363
"1983-09-03",19.1457
"1983-09-04",17.9153
"1983-09-05",16.516
"1983-09-06",16.6824
"1983-09-07",16.5573
"1983-09-08",15.8215
"1983-09-09",16.5544
"1983-09-10",16.5336
"1983-09-11",17.2398
"1983-09-12",16.8751
"1983-09-13",16.8732
"1983-09-14",16.4634
"1983-09-15",16.1047
"1983-09-16",16.1553
"1983-09-17",15.9993
"1983-09-18",15.7685
"1983-09-19",14.8043
"1983-09-20",10.1298
"1983-09-21",9.0514
"1983-09-22",12.3988
"1983-09-23",12.2758
"1983-09-24",11.5908
"1983-09-25",11.076
"1983-09-26",12.9757
"1983-09-27",12.8915
"1983-09-28",10.3853
"1983-09-29",9.5315
"1983-09-30",8.0025
"1983-10-01",7.7972
"1983-10-02",8.3501
"1983-10-03",7.034
"1983-10-04",7.8659
"1983-10-05",9.9202
"1983-10-06",10.8565
"1983-10-07",10.8144
"1983-10-08",11.7926
"1983-10-09",11.2153
"1983-10-10",11.8598
"1983-10-11",8.0951
"1983-10-12",6.5111
"1983-10-13",9.5118
"1983-10-14",8.2422
"1983-10-15",6.9206
"1983-10-16",7.4189
"1983-10-17",8.6928
"1983-10-18",9.3781
"1983-10-19",9.8862
"1983-10-20",8.3924
"1983-10-21",8.8254
"1983-10-22",9.3617
"1983-10-23",8.8306
"1983-10-24",7.8803
"1983-10-25",6.2457
"1983-10-26",7.1206
"1983-10-27",5.8369
"1983-10-28",8.7433
"1983-10-29",7.9793
"1983-10-30",9.0464
"1983-10-31",10.0114
"1983-11-01",8.7414
"1983-11-02",9.4639
"1983-11-03",10.0219
"1983-11-04",9.3023
"1983-11-05",9.0219
"1983-11-06",8.4072
"1983-11-07",9.3761
"1983-11-08",4.1974
"1983-11-09",-0.3237
"1983-11-10",4.9406
"1983-11-11",6.8221
"1983-11-12",5.7076
"1983-11-13",4.9817
"1983-11-14",1.5588
"1983-11-15",1.1295
"1983-11-16",4.6225
"1983-11-17",5.0963
"1983-11-18",1.8348
"1983-11-19",-2.9911
"1983-11-20",-0.5849
"1983-11-21",-2.5391
"1983-11-22",-7.2807
"1983-11-23",-8.8816
"1983-11-24",-7.0138
"1983-11-25",-2.8142
"1983-11-26",-6.1698
"1983-11-27",-8.3468
"1983-11-28",-7.5236
"1983-11-29",-6.5034
"1983-11-30",-4.2955
"1983-12-01",-0.877
"1983-12-02",1.0018
"1983-12-03",-0.8055
"1983-12-04",-1.3796
"1983-12-05",-6.1531
"1983-12-06",-5.4357
"1983-12-07",0.5527
"1983-12-08",2.217
"1983-12-09",3.0367
"1983-12-10",0.9473
"1983-12-11",2.1718
"1983-12-12",-0.2942
"1983-12-13",-2.3192
"1983-12-14",-2.6248
"1983-12-15",-0.2269
"1983-12-16",-2.3288
"1983-12-17",0.5847
"1983-12-18",-0.2561
"1983-12-19",-0.8986
"1983-12-20",-1.4112
"1983-12-21",-3.5937
"1983-12-22",-3.3694
"1983-12-23",0.3599
"1983-12-24",2.9495
"1983-12-25",2.9316
"1983-12-26",1.8019
"1983-12-27",0.8865
"1983-12-28",-4.1947
"1983-12-29",-6.4167
"1983-12-30",-1.1286
"1983-12-31",-0.2236
"1984-01-01",-1.6522
"1984-01-02",-3.3172
"1984-01-03",-2.5067
"1984-01-04",-0.1675
"1984-01-05",2.2178
"1984-01-06",1.4673
"1984-01-07",2.3426
"1984-01-08",2.122
"1984-01-09",-0.5718
"1984-01-10",-1.7359
"1984-01-11",-2.524
"1984-01-12",-5.9639
"1984-01-13",-2.5633
"1984-01-14",-2.5292
"1984-01-15",-5.0726
"1984-01-16",-7.4442
"1984-01-17",-9.4543
"1984-01-18",-12.9011
"1984-01-19",-9.3073
"1984-01-20",-9.6249
"1984-01-21",-8.3361
"1984-01-22",-7.5626
"1984-01-23",-7.9432
"1984-01-24",-7.1521
"1984-01-25",-4.3117
"1984-01-26",-3.3865
"1984-01-27",-3.3189
"1984-01-28",-0.806
"1984-01-29",1.0627
"1984-01-30",0.6466
"1984-01-31",0.664
"1984-02-01",0.972
"1984-02-02",-0.3856
"1984-02-03",0.1006
"1984-02-04",-0.0184
"1984-02-05",-0.2765
"1984-02-06",0.8342
"1984-02-07",-0.7129
"1984-02-08",-3.5424
"1984-02-09",-0.0669
"1984-02-10",1.3685
"1984-02-11",-5.0423
"1984-02-12",-3.8454
"1984-02-13",0.2911
"1984-02-14",0.2717
"1984-02-15",-3.3162
"1984-02-16",0.0137
"1984-02-17",-2.9009
"1984-02-18",-6.4924
"1984-02-19",-8.2446
"1984-02-20",-7.7183
"1984-02-21",-3.9258
"1984-02-22",-0.8661
"1984-02-23",-3.7404
"1984-02-24",-1.4829
"1984-02-25",-1.6781
"1984-02-26",-4.5921
"1984-02-27",-2.9842
"1984-02-28",0.3264
"1984-02-29",2.0616
"1984-03-01",3.2121
"1984-03-02",3.2417
"1984-03-03",1.0666
"1984-03-04",-4.7729
"1984-03-05",-5.9412
"1984-03-06",-4.985
"1984-03-07",-1.6704
"1984-03-08",0.9635
"1984-03-09",2.876
"1984-03-10",2.9098
"1984-03-11",2.8287
"1984-03-12",2.4423
"1984-03-13",5.1199
"1984-03-14",5.1608
"1984-03-15",4.4417
"1984-03-16",4.2755
"1984-03-17",4.5966
"1984-03-18",-0.8444
"1984-03-19",0.836
"1984-03-20",3.6052
"1984-03-21",5.9846
"1984-03-22",1.4153
"1984-03-23",-1.2745
"1984-03-24",2.0503
"1984-03-25",2.1354
"1984-03-26",1.427
"1984-03-27",-1.4761
"1984-03-28",-1.7206
"1984-03-29",2.3699
"1984-03-30",0.5201
"1984-03-31",1.1132
"1984-04-01",0.0608
"1984-04-02",-2.1739
"1984-04-03",-0.3659
"1984-04-04",3.0027
"1984-04-05",6.3285
"1984-04-06",5.1104
"1984-04-07",3.8129
"1984-04-08",5.7099
"1984-04-09",3.4334
"1984-04-10",3.7047
"1984-04-11",5.6074
"1984-04-12",3.7136
"1984-04-13",6.0931
"1984-04-14",5.7898
"1984-04-15",6.6092
"1984-04-16",9.099
"1984-04-17",11.3569
"1984-04-18",10.4733
"1984-04-19",6.5813
"1984-04-20",1.0837
"1984-04-21",2.4645
"1984-04-22",2.638
"1984-04-23",5.9718
"1984-04-24",9.2282
"1984-04-25",3.5465
"1984-04-26",-3.5959
"1984-04-27",-5.2504
"1984-04-28",-3.4664
"1984-04-29",0.4321
"1984-04-30",4.1234
"1984-05-01",8.0713
"1984-05-02",6.5278
"1984-05-03",8.069
"1984-05-04",10.6439
"1984-05-05",10.7812
"1984-05-06",8.5568
"1984-05-07",4.6995
"1984-05-08",6.8174
"1984-05-09",11.5793
"1984-05-10",14.3072
"1984-05-11",14.4787
"1984-05-12",15.7177
"1984-05-13",16.9872
"1984-05-14",16.1395
"1984-05-15",13.3916
"1984-05-16",12.8507
"1984-05-17",12.3579
"1984-05-18",12.2158
"1984-05-19",12.6726
"1984-05-20",15.0353
"1984-05-21",16.151
"1984-05-22",16.1303
"1984-05-23",18.7706
"1984-05-24",17.9838
"1984-05-25",16.1183
"1984-05-26",16.477
"1984-05-27",17.2579
"1984-05-28",16.2036
"1984-05-29",16.983
"1984-05-30",17.9716
"1984-05-31",16.091
"1984-06-01",15.0539
"1984-06-02",14.0144
"1984-06-03",13.5731
"1984-06-04",12.3894
"1984-06-05",9.8178
"1984-06-06",10.2244
"1984-06-07",10.82
"1984-06-08",10.3062
"1984-06-09",9.8561
"1984-06-10",13.842
"1984-06-11",13.2371
"1984-06-12",14.9565
"1984-06-13",16.0113
"1984-06-14",15.572
"1984-06-15",15.933
"1984-06-16",14.01
"1984-06-17",13.7269
"1984-06-18",15.3182
"1984-06-19",16.4608
"1984-06-20",16.6758
"1984-06-21",16.105
"1984-06-22",15.9369
"1984-06-23",18.0875
"1984-06-24",18.8835
"1984-06-25",16.7127
"1984-06-26",17.2878
"1984-06-27",18.761
"1984-06-28",19.3787
"1984-06-29",19.9928
"1984-06-30",18.761
"1984-07-01",17.8927
"1984-07-02",18.9777
"1984-07-03",20.0807
"1984-07-04",18.5431
"1984-07-05",18.9154
"1984-07-06",20.0541
"1984-07-07",19.192
"1984-07-08",19.866
"1984-07-09",18.6566
"1984-07-10",18.4696
"1984-07-11",18.9246
"1984-07-12",18.9929
"1984-07-13",17.9642
"1984-07-14",17.6974
"1984-07-15",19.1132
"1984-07-16",19.2192
"1984-07-17",20.0358
"1984-07-18",18.9509
"1984-07-19",19.1823
"1984-07-20",19.9419
"1984-07-21",18.6857
"1984-07-22",15.506
"1984-07-23",16.296
"1984-07-24",18.1859
"1984-07-25",17.8562
"1984-07-26",17.0202
"1984-07-27",16.6584
"1984-07-28",16.5458
"1984-07-29",16.7463
"1984-07-30",17.4925
"1984-07-31",17.9869
"1984-08-01",18.2972
"1984-08-02",18.3711
"1984-08-03",18.982
"1984-08-04",19.0457
"1984-08-05",16.4432
"1984-08-06",16.3167
"1984-08-07",18.0372
"1984-08-08",17.4381
"1984-08-09",16.9231
"1984-08-10",16.1341
"1984-08-11",15.9265
"1984-08-12",17.2435
"1984-08-13",18.0528
"1984-08-14",18.2138
"1984-08-15",17.9555
"1984-08-16",16.7244
"1984-08-17",18.1067
"1984-08-18",18.0681
"1984-08-19",15.8959
"1984-08-20",14.3161
"1984-08-21",15.1976
"1984-08-22",17.0627
"1984-08-23",14.664
"1984-08-24",14.7381
"1984-08-25",14.559
"1984-08-26",15.8018
"1984-08-27",17.131
"1984-08-28",17.8644
"1984-08-29",18.2161
"1984-08-30",18.6698
"1984-08-31",18.4125
"1984-09-01",16.6036
"1984-09-02",15.0083
"1984-09-03",15.1707
"1984-09-04",16.0357
"1984-09-05",16.1805
"1984-09-06",15.5593
"1984-09-07",14.5076
"1984-09-08",14.4497
"1984-09-09",16.3365
"1984-09-10",17.2854
"1984-09-11",15.3557
"1984-09-12",14.6541
"1984-09-13",16.1838
"1984-09-14",17.0529
"1984-09-15",16.3869
"1984-09-16",14.3157
"1984-09-17",14.2238
"1984-09-18",14.8703
"1984-09-19",15.6494
"1984-09-20",15.0853
"1984-09-21",13.9014
"1984-09-22",12.5813
"1984-09-23",12.8939
"1984-09-24",11.7938
"1984-09-25",9.1976
"1984-09-26",8.2441
"1984-09-27",9.374
"1984-09-28",9.3258
"1984-09-29",8.3789
"1984-09-30",11.0921
"1984-10-01",11.5454
"1984-10-02",7.8364
"1984-10-03",6.8449
"1984-10-04",6.4441
"1984-10-05",8.4515
"1984-10-06",8.9121
"1984-10-07",9.7305
"1984-10-08",10.0705
"1984-10-09",9.9709
"1984-10-10",11.3507
"1984-10-11",10.2873
"1984-10-12",8.6647
"1984-10-13",5.4546
"1984-10-14",4.2143
"1984-10-15",1.9679
"1984-10-16",-2.2207
"1984-10-17",2.3991
"1984-10-18",-0.8863
"1984-10-19",0.2842
